Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Customer ID    Arrival Time   Service Time   Queue Loc   Teller Loc  Time Serv Beg  Time Cust Waits  Time Serv Ends Total Time     
127            269.53         3.78           0           1           287.78         18.25            291.57         22.04          
128            270.04         5.60           0           1           291.57         21.53            297.16         27.13          
129            271.17         18.26          0           0           295.61         24.44            313.88         42.71          
130            271.57         1.18           0           1           297.16         25.60            298.34         26.77          
131            274.07         10.86          0           1           298.34         24.27            309.20         35.13          
132            275.60         2.17           0           1           309.20         33.60            311.37         35.77          
133            277.12         1.65           0           1           311.37         34.25            313.03         35.90          
134            280.66         2.48           0           1           313.03         32.37            315.51         34.85          
137            287.08         19.60          0           0           313.88         26.79            333.48         46.40          
138            288.86         0.80           0           1           315.51         26.65            316.31         27.45          
139            291.29         1.55           0           1           316.31         25.02            317.87         26.58          
140            293.15         7.80           0           1           317.87         24.72            325.66         32.52          
144            296.94         4.17           0           1           325.66         28.72            329.83         32.89          
145            301.73         19.26          0           1           329.83         28.10            349.09         47.35          
146            304.79         11.97          0           0           333.48         28.69            345.45         40.66          
147            311.57         31.25          0           0           345.45         33.88            376.70         65.13          
148            311.64         0.21           0           1           349.09         37.44            349.30         37.66          
149            314.01         10.57          0           1           349.30         35.29            359.87         45.86          
150            317.17         4.35           0           1           359.87         42.70            364.22         47.05          
151            320.89         3.21           0           1           364.22         43.34            367.44         46.55          
152            320.94         2.56           0           1           367.44         46.50            370.00         49.06          
153            322.09         16.99          0           1           370.00         47.92            386.99         64.90          
157            327.45         0.56           0           0           376.70         49.25            377.26         49.82          
159            331.37         2.02           0           0           377.26         45.89            379.29         47.91          
161            334.17         5.80           0           0           379.29         45.12            385.09         50.92          
168            345.84         2.66           0           0           385.09         39.25            387.75         41.91          
170            349.10         9.63           0           1           386.99         37.89            396.62         47.52          
172            352.38         1.69           0           0           387.75         35.37            389.44         37.06          
177            361.79         16.62          0           0           389.44         27.65            406.06         44.27          
180            364.64         4.57           0           1           396.62         31.98            401.19         36.54          
182            368.17         0.37           0           1           401.19         33.02            401.55         33.39          
183            373.76         0.77           0           1           401.55         27.79            402.32         28.56          
185            379.97         0.81           0           1           402.32         22.35            403.13         23.16          
186            380.74         3.19           0           1           403.13         22.39            406.32         25.58          
187            384.13         0.58           0           0           406.06         21.93            406.64         22.51          
190            385.46         1.43           0           1           406.32         20.86            407.75         22.29          
192            387.18         3.42           0           0           406.64         19.46            410.06         22.88          
194            388.63         18.19          0           1           407.75         19.13            425.94         37.32          
195            389.56         1.68           0           0           410.06         20.50            411.75         22.18          
200            407.30         8.52           0           0           411.75         4.44             420.27         12.96          
201            409.87         14.69          0           0           420.27         10.40            434.96         25.08          
202            411.35         1.69           0           1           425.94         14.59            427.63         16.28          
203            413.09         12.82          0           1           427.63         14.54            440.46         27.37          
204            414.52         1.76           0           0           434.96         20.44            436.72         22.20          
205            415.94         5.25           0           0           436.72         20.78            441.97         26.03          
206            416.38         19.37          0           1           440.46         24.07            459.82         43.44          
207            417.57         2.98           0           0           441.97         24.40            444.95         27.38          
208            418.69         1.01           0           0           444.95         26.26            445.96         27.27          
209            420.09         4.77           0           0           445.96         25.87            450.73         30.64          
210            421.34         20.88          0           0           450.73         29.39            471.61         50.27          
211            423.60         0.53           0           1           459.82         36.22            460.36         36.75          
213            427.55         3.92           0           1           460.36         32.80            464.28         36.73          
214            430.15         3.07           0           1           464.28         34.13            467.35         37.20          
217            436.63         6.27           0           1           467.35         30.72            473.62         36.99          
218            437.13         4.33           0           0           471.61         34.49            475.94         38.82          
220            444.91         7.04           0           1           473.62         28.70            480.66         35.75          
221            445.11         8.89           0           0           475.94         30.84            484.83         39.73          
222            447.21         2.67           0           1           480.66         33.45            483.33         36.12          
223            447.44         5.60           0           1           483.33         35.89            488.93         41.49          
225            451.84         1.96           0           0           484.83         33.00            486.80         34.96          
230            468.93         28.64          0           0           486.80         17.86            515.43         46.50          
231            470.44         3.06           0           1           488.93         18.49            491.99         21.55          
232            472.19         1.33           0           1           491.99         19.81            493.32         21.13          
233            472.20         2.56           0           1           493.32         21.12            495.88         23.69          
234            474.10         1.25           0           1           495.88         21.78            497.14         23.03          
235            480.36         0.30           0           1           497.14         16.78            497.43         17.08          

Customers who did not stay: 
Customer ID    Arrival Time   
26             53.74          
27             55.44          
28             58.57          
29             61.07          
31             63.50          
34             67.29          
35             68.08          
36             68.47          
41             76.77          
42             77.90          
45             81.67          
46             82.69          
47             82.97          
48             83.03          
52             96.22          
53             97.91          
57             103.19         
58             107.40         
67             123.83         
76             146.04         
78             152.71         
80             158.26         
81             158.65         
87             163.61         
88             165.31         
91             168.65         
94             177.05         
95             178.63         
96             178.86         
98             183.54         
99             183.67         
102            191.77         
103            192.41         
105            197.40         
116            228.87         
135            280.89         
136            281.91         
141            293.82         
142            294.09         
143            294.53         
154            322.14         
155            322.65         
156            323.17         
158            327.48         
160            332.35         
162            334.43         
163            335.68         
164            336.63         
165            341.78         
166            343.45         
167            343.56         
169            346.87         
171            349.13         
173            354.33         
174            357.11         
175            357.74         
176            358.12         
178            362.52         
179            364.09         
181            365.56         
184            375.37         
188            384.43         
189            385.01         
191            386.47         
193            387.44         
196            391.07         
197            392.17         
198            393.53         
199            393.74         
212            424.51         
215            434.64         
216            434.82         
219            437.74         
224            447.53         
226            452.49         
227            454.21         
228            457.46         
229            459.50         

Number of queues: 1
Max allowed to wait: 10
Customer arrival rate (per hour): 30.0
Customer service time (ave min): 6.0
Number of customers arrived: 236
Number of customers serviced: 158
Number of customers turned away: 78
Number of customers who waited: 149
Avg. wait time total: 24.735571934602188
Maximum wait time: 49.252995468595884
Standard Deviation of wait time: 9.306673013414514
Avg. service time of customers: 6.251615610082606
Avg. wait of customers who waited in a queue: 26.22966688367212
Avg. total time in bank: 30.987187544684804
Teller 0 serviced 73 customers
Teller 1 serviced 85 customers


Customer ID    Arrival Time   Service Time   Queue Loc   Teller Loc  Time Serv Beg  Time Cust Waits  Time Serv Ends Total Time     
0              0.64           5.83           -1          0           0.64           0.00             6.47           5.83           
1              9.54           13.82          -1          0           9.54           0.00             23.36          13.82          
2              11.54          2.75           -1          1           11.54          0.00             14.29          2.75           
3              15.28          1.15           -1          1           15.28          0.00             16.43          1.15           
4              19.16          1.80           -1          1           19.16          0.00             20.96          1.80           
5              23.07          2.84           -1          1           23.07          0.00             25.91          2.84           
6              26.06          9.11           -1          0           26.06          0.00             35.17          9.11           
7              26.34          2.54           -1          1           26.34          0.00             28.88          2.54           
8              26.88          2.56           0           0           35.17          8.29             37.73          10.86          
9              30.78          1.00           -1          1           30.78          0.00             31.78          1.00           
10             33.79          1.39           -1          1           33.79          0.00             35.18          1.39           
11             34.36          7.26           1           1           35.18          0.81             42.44          8.07           
12             37.93          5.66           -1          0           37.93          0.00             43.59          5.66           
13             39.93          5.43           0           0           43.59          3.66             49.02          9.09           
14             40.21          0.59           1           1           42.44          2.23             43.03          2.82           
15             42.01          15.65          0           0           49.02          7.01             64.67          22.66          
16             42.16          5.75           1           1           43.03          0.87             48.77          6.62           
17             42.30          17.39          0           0           64.67          22.37            82.06          39.76          
18             42.48          17.39          1           1           48.77          6.29             66.16          23.68          
19             42.48          3.24           1           1           66.16          23.68            69.40          26.92          
20             42.96          6.73           0           0           82.06          39.10            88.80          45.84          
21             43.60          0.20           1           1           69.40          25.81            69.60          26.01          
22             52.02          4.07           0           0           88.80          36.78            92.87          40.85          
23             53.40          0.89           1           1           69.60          16.21            70.50          17.10          
24             53.56          15.68          0           0           92.87          39.32            108.55         54.99          
25             55.26          3.21           1           1           70.50          15.24            73.70          18.45          
26             58.39          0.58           0           0           108.55         50.15            109.13         50.74          
27             60.89          3.11           1           1           73.70          12.82            76.81          15.92          
31             65.51          3.89           0           0           109.13         43.62            113.02         47.50          
32             67.18          3.38           1           1           76.81          9.63             80.19          13.02          
36             71.68          15.44          1           1           80.19          8.52             95.64          23.96          
37             73.70          3.16           1           1           95.64          21.94            98.80          25.10          
38             74.28          1.50           1           1           98.80          24.52            100.30         26.02          
39             76.17          2.63           1           1           100.30         24.13            102.93         26.76          
40             78.52          9.42           1           1           102.93         24.41            112.35         33.83          
41             81.16          3.79           1           1           112.35         31.19            116.14         34.97          
42             82.20          0.28           0           0           113.02         30.81            113.30         31.10          
47             89.01          19.42          0           0           113.30         24.29            132.72         43.71          
48             93.93          11.19          0           0           132.72         38.78            143.91         49.98          
49             96.60          2.22           1           1           116.14         19.53            118.36         21.76          
52             99.78          5.23           1           1           118.36         18.58            123.59         23.81          
53             102.15         1.45           1           1           123.59         21.45            125.04         22.90          
54             103.57         2.36           1           1           125.04         21.47            127.40         23.83          
57             110.03         0.26           0           0           143.91         33.89            144.18         34.15          
58             111.56         10.95          0           0           144.18         32.62            155.13         43.57          
59             116.56         14.69          0           0           155.13         38.57            169.81         53.25          
60             121.57         9.66           1           1           127.40         5.83             137.06         15.50          
61             121.58         12.00          1           1           137.06         15.48            149.06         27.48          
62             121.78         0.72           0           0           169.81         48.03            170.54         48.75          
63             122.76         12.99          1           1           149.06         26.30            162.06         39.29          
64             124.42         0.18           1           1           162.06         37.63            162.23         37.81          
66             125.73         0.51           1           1           162.23         36.50            162.74         37.01          
67             132.73         17.90          0           0           170.54         37.80            188.44         55.70          
68             133.06         0.01           1           1           162.74         29.68            162.76         29.69          
69             137.41         3.40           1           1           162.76         25.34            166.16         28.74          
74             146.12         6.45           0           0           188.44         42.32            194.89         48.77          
75             146.26         14.77          0           0           194.89         48.63            209.66         63.40          
77             149.49         4.15           1           1           166.16         16.67            170.31         20.82          
79             157.87         13.39          0           0           209.66         51.78            223.05         65.17          
84             163.24         5.14           1           1           170.31         7.07             175.45         12.21          
85             163.96         3.72           1           1           175.45         11.49            179.17         15.21          
86             164.35         6.39           1           1           179.17         14.82            185.56         21.21          
87             164.73         11.26          1           1           185.56         20.83            196.82         32.10          
89             166.48         0.22           1           1           196.82         30.34            197.04         30.56          
91             173.24         2.39           0           0           223.05         49.80            225.43         52.19          
92             174.70         5.43           0           0           225.43         50.73            230.86         56.16          
93             176.67         11.79          1           1           197.04         20.37            208.83         32.16          
94             177.14         13.09          1           1           208.83         31.69            221.92         44.78          
97             181.21         2.90           1           1           221.92         40.71            224.82         43.62          
100            186.51         8.02           1           1           224.82         38.32            232.84         46.33          
101            191.44         0.37           0           0           230.86         39.42            231.23         39.80          
103            195.28         8.82           0           0           231.23         35.95            240.05         44.78          
104            197.36         1.04           1           1           232.84         35.47            233.88         36.52          
105            198.26         5.31           1           1           233.88         35.62            239.19         40.93          
109            211.96         6.01           0           0           240.05         28.09            246.06         34.10          
110            217.36         7.30           1           1           239.19         21.82            246.49         29.12          
115            223.80         13.92          0           0           246.06         22.26            259.98         36.18          
116            228.03         0.17           1           1           246.49         18.45            246.65         18.62          
117            228.98         2.50           0           0           259.98         31.00            262.48         33.50          
118            230.40         6.59           1           1           246.65         16.25            253.24         22.84          
119            232.79         3.51           0           0           262.48         29.69            265.99         33.20          
120            239.87         3.79           1           1           253.24         13.38            257.04         17.17          
121            241.38         2.44           0           0           265.99         24.60            268.43         27.05          
122            242.86         15.50          1           1           257.04         14.17            272.53         29.67          
123            254.14         0.81           1           1           272.53         18.39            273.35         19.20          
124            259.87         4.81           1           1           273.35         13.48            278.15         18.28          
125            261.31         17.95          0           0           268.43         7.12             286.38         25.07          
126            264.54         2.17           0           0           286.38         21.85            288.55         24.01          
127            269.74         3.78           0           0           288.55         18.81            292.33         22.60          
128            269.87         5.60           0           0           292.33         22.47            297.93         28.06          
129            270.23         4.20           1           1           278.15         7.92             282.35         12.12          
130            270.74         1.18           0           0           297.93         27.19            299.11         28.37          
131            271.87         15.53          1           1           282.35         10.48            297.89         26.01          
132            272.27         10.86          0           0           299.11         26.84            309.97         37.70          
133            274.78         14.38          1           1           297.89         23.11            312.26         37.49          
134            276.31         0.23           1           1           312.26         35.96            312.49         36.19          
135            277.83         7.09           1           1           312.49         34.67            319.58         41.75          
136            281.36         0.80           1           1           319.58         38.22            320.38         39.01          
138            282.61         11.14          1           1           320.38         37.77            331.51         48.91          
139            287.14         2.17           0           0           309.97         22.83            312.14         25.00          
140            288.92         1.65           0           0           312.14         23.22            313.79         24.87          
142            293.21         9.50           0           0           313.79         20.59            323.29         30.09          
147            303.09         0.17           0           0           323.29         20.21            323.46         20.38          
148            306.14         0.16           0           0           323.46         17.32            323.62         17.48          
149            312.92         2.93           1           1           331.51         18.59            334.45         21.53          
150            313.75         1.54           0           0           323.62         9.87             325.16         11.41          
151            320.28         11.97          1           1           334.45         14.16            346.42         26.13          
152            320.80         31.25          1           1           346.42         25.62            377.67         56.86          
153            323.40         4.17           0           0           325.16         1.76             329.33         5.92           
154            324.55         0.11           0           0           329.33         4.78             329.44         4.89           
155            325.06         19.26          0           0           329.44         4.38             348.70         23.64          
156            329.34         0.21           0           0           348.70         19.36            348.91         19.57          
157            333.23         0.09           0           0           348.91         15.68            349.00         15.77          
158            335.04         0.56           1           1           377.67         42.62            378.23         43.19          
159            335.31         9.73           0           0           349.00         13.69            358.73         23.43          
160            336.55         2.02           1           1           378.23         41.68            380.25         43.70          
161            337.51         1.13           0           0           358.73         21.22            359.86         22.35          
162            342.66         5.80           1           1           380.25         37.59            386.06         43.39          
163            344.33         4.35           0           0           359.86         15.54            364.22         19.89          
164            344.44         2.66           1           1           386.06         41.61            388.72         44.27          
165            346.72         0.76           1           1           388.72         42.00            389.48         42.76          
167            349.98         1.64           0           0           364.22         14.24            365.86         15.88          
168            353.50         2.75           0           0           365.86         12.36            368.61         15.10          
169            355.45         16.77          0           0           368.61         13.16            385.38         29.93          
171            358.87         0.91           0           0           385.38         26.52            386.29         27.42          
172            362.54         3.03           0           0           386.29         23.75            389.32         26.78          
174            364.84         3.57           0           0           389.32         24.47            392.88         28.04          
175            365.92         4.09           0           0           392.88         26.97            396.98         31.06          
177            369.38         4.57           0           0           396.98         27.60            401.54         32.17          
180            381.25         1.69           1           1           389.48         8.23             391.17         9.92           
181            382.02         16.62          1           1           391.17         9.14             407.79         25.76          
182            385.41         0.37           0           0           401.54         16.13            401.91         16.50          
183            385.99         3.42           1           1           407.79         21.80            411.21         25.22          
184            386.44         0.77           0           0           401.91         15.47            402.68         16.24          
185            387.16         1.68           1           1           411.21         24.05            412.89         25.74          
186            390.37         8.52           1           1           412.89         22.53            421.41         31.05          
187            391.30         14.69          1           1           421.41         30.11            436.10         44.80          
188            392.81         0.81           0           0           402.68         9.87             403.49         10.68          
189            393.91         3.19           0           0           403.49         9.58             406.68         12.77          
190            394.12         5.43           1           1           436.10         41.99            441.53         47.41          
191            407.68         0.58           -1          0           407.68         0.00             408.26         0.58           
192            408.16         18.19          0           0           408.26         0.10             426.45         18.29          
193            410.72         1.69           0           0           426.45         15.72            428.14         17.41          
194            412.21         7.79           0           0           428.14         15.93            435.93         23.72          
195            413.94         0.54           0           0           435.93         21.98            436.46         22.52          
196            415.37         2.98           1           1           441.53         26.16            444.51         29.14          
197            416.79         1.76           0           0           436.46         19.67            438.23         21.44          
198            417.24         0.57           1           1           444.51         27.28            445.08         27.85          
199            418.43         1.85           0           0           438.23         19.80            440.08         21.65          
200            419.54         1.01           1           1           445.08         25.54            446.09         26.55          
202            422.19         6.31           1           1           446.09         23.90            452.40         30.21          
205            428.40         19.37          0           0           440.08         11.67            459.45         31.04          
206            432.68         28.31          0           0           459.45         26.77            487.75         55.07          
207            437.17         28.64          0           0           487.75         50.58            516.39         79.22          
208            437.67         0.33           0           0           516.39         78.72            516.72         79.05          
209            439.42         1.23           0           0           516.72         77.30            517.95         78.53          
210            446.59         20.88          1           1           452.40         5.81             473.28         26.69          
211            448.18         18.76          1           1           473.28         25.10            492.04         43.86          
212            448.41         3.06           1           1           492.04         43.63            495.10         46.69          
213            448.51         1.33           1           1           495.10         46.60            496.43         47.92          
214            452.81         2.56           1           1           496.43         43.62            498.99         46.19          
215            453.47         4.10           0           0           517.95         64.48            522.05         68.58          
216            455.19         1.25           1           1           498.99         43.81            500.25         45.06          
218            460.47         4.03           0           0           522.05         61.58            526.08         65.61          
228            474.03         0.30           1           1           500.25         26.21            500.54         26.51          

Customers who did not stay: 
Customer ID    Arrival Time   
28             63.31          
29             63.80          
30             63.81          
33             68.18          
34             68.98          
35             69.37          
43             82.29          
44             83.31          
45             83.59          
46             83.65          
50             96.84          
51             98.53          
55             103.81         
56             108.02         
65             124.45         
70             137.45         
71             140.31         
72             140.35         
73             140.80         
76             146.50         
78             153.17         
80             158.73         
81             159.11         
82             160.38         
83             161.09         
88             164.78         
90             166.58         
95             178.72         
96             178.95         
98             183.63         
99             183.76         
102            194.64         
106            201.21         
107            205.34         
108            206.74         
111            218.40         
112            219.82         
113            221.65         
114            221.76         
137            281.60         
141            291.34         
143            293.88         
144            294.15         
145            294.59         
146            297.00         
166            347.75         
170            358.24         
173            363.27         
176            368.52         
178            375.04         
179            376.65         
201            420.94         
203            424.46         
204            425.37         
217            458.43         
219            460.65         
220            461.96         
221            462.98         
222            465.07         
223            466.58         
224            468.32         
225            469.77         
226            469.78         
227            471.68         
229            477.00         
230            477.99         
231            478.88         
232            480.74         

Number of queues: 2
Max allowed to wait: 10
Customer arrival rate (per hour): 30.0
Customer service time (ave min): 6.0
Number of customers arrived: 233
Number of customers serviced: 165
Number of customers turned away: 68
Number of customers who waited: 153
Avg. wait time total: 23.523941141306658
Maximum wait time: 78.72005855782498
Standard Deviation of wait time: 14.544231861797293
Avg. service time of customers: 6.044260501488724
Avg. wait of customers who waited in a queue: 25.368956132781687
Avg. total time in bank: 29.56820164279539
Teller 0 serviced 79 customers
Teller 1 serviced 86 customers
