Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Customer ID    Arrival Time   Service Time   Queue Loc   Teller Loc  Time Serv Beg  Time Cust Waits  Time Serv Ends Total Time     
213            449.93         6.55           1           1           451.82         1.88             458.37         8.44           
214            450.89         1.04           1           1           458.37         7.48             459.41         8.52           
215            454.87         2.48           0           0           455.51         0.63             457.99         3.11           
216            456.18         3.32           0           0           457.99         1.81             461.30         5.13           
217            456.33         5.45           0           0           461.30         4.97             466.75         10.42          
218            457.04         9.99           1           1           459.41         2.38             469.40         12.37          
219            457.38         5.87           2           2           487.15         29.77            493.02         35.64          
220            459.66         1.19           1           1           469.40         9.74             470.59         10.93          
221            461.09         2.15           0           0           466.75         5.66             468.91         7.82           
222            462.63         2.55           0           0           468.91         6.28             471.45         8.82           
223            463.73         11.39          1           1           470.59         6.86             481.97         18.25          
224            464.30         3.89           2           2           493.02         28.72            496.92         32.61          
225            467.47         17.43          0           0           471.45         3.98             488.88         21.42          
226            469.53         10.49          0           0           488.88         19.35            499.37         29.84          
227            470.50         2.51           1           1           481.97         11.48            484.48         13.98          
228            477.24         4.35           0           0           499.37         22.13            503.72         26.48          
229            478.36         1.23           1           1           484.48         6.12             485.71         7.36           
230            478.64         2.35           0           0           503.72         25.08            506.07         27.43          

Customers who did not stay: 
Customer ID    Arrival Time   
63             121.02         
64             121.06         
65             121.51         
68             127.21         
79             144.75         
99             190.77         
102            197.38         

Number of queues: 3
Max allowed to wait: 10
Customer arrival rate (per hour): 30.0
Customer service time (ave min): 6.0
Number of customers arrived: 231
Number of customers serviced: 224
Number of customers turned away: 7
Number of customers who waited: 177
Avg. wait time total: 9.5602121740458
Maximum wait time: 37.21331488906543
Standard Deviation of wait time: 9.723377744297048
Avg. service time of customers: 5.895557534394977
Avg. wait of customers who waited in a queue: 12.098799587492989
Avg. total time in bank: 15.455769708440782
Teller 0 serviced 77 customers
Teller 1 serviced 82 customers
Teller 2 serviced 65 customers
